341,876,924
759,904,194
7,25,24
994,129,696
10,688,-641
149,815,34
-805,955,863
911,441,161
899,931,711
3,4,5
393,-889,665
763,299,346
-561,110,284
215,728,733
597,79,378
144,160,-129
680,29,206
592,422,163
270,476,934
-305,677,915
579,418,757
420,91,24
950,785,3
225,845,284
482,779,330
228,540,20
894,998,647
333,191,368
509,207,225
623,159,851
659,252,956
843,121,585
170,729,973
715,789,944
21,445,811
607,158,72
353,506,478
698,127,830
380,825,146
683,146,321
747,-753,113
179,45,704
930,793,399
973,578,489
896,855,15
-221,516,957
677,560,434
582,599,771
55,368,840
140,265,672
305,333,968
878,907,26
962,213,854
240,289,870
161,508,631
174,754,906
476,960,919
548,553,-614
357,404,459
250,727,845
945,394,797
203,369,609
5,929,144
646,500,845
447,13,202
728,439,608
219,302,315
453,672,895
856,36,485
726,258,865
372,877,564
110,256,292
-732,664,674
347,556,927
773,894,906
51,116,371
-129,798,145
529,275,784
989,711,501
23,987,858
-861,602,753
134,397,462
766,856,162
792,277,474
221,96,-619
365,125,362
298,555,555
878,32,820
414,201,992
999,-926,337
662,774,13
213,324,688
418,826,797
282,214,719
971,456,373
449,685,8
-54,607,84
241,674,768
567,997,620
694,839,704
605,575,473
796,151,338
195,920,419
510,594,481
257,594,551
473,563,510
567,438,925
241,536,800
249,459,637
777,769,979
723,490,886
101,649,141
478,728,926
327,503,849
553,807,284
895,755,99
344,516,98
967,406,184
569,488,99
557,735,758
38,374,209
766,788,898
511,784,820
937,407,974
477,284,485
90,-974,548
31,791,397
-462,848,558
553,765,310
388,433,582
260,985,457
799,284,673
576,904,242
956,684,10
494,765,-92
320,539,369
676,127,154
152,73,965
77,86,991
463,710,479
521,658,649
339,900,286
157,800,160
715,602,215
814,294,578
795,11,50
941,786,708
90,24,939
333,296,643
423,575,742
316,566,224
549,157,502
283,490,583
633,706,288
44,140,780
838,611,542
549,111,880
497,27,296
376,448,891
455,833,739
285,186,168
575,986,69
4,18,187
675,58,222
480,83,500
912,746,753
242,-602,475
979,496,322
328,825,577
-556,689,899
-875,848,800
810,975,-378
730,121,779
957,115,822
141,658,160
794,31,41
800,290,996
654,550,931
768,716,394
842,26,111
880,657,756
53,83,291
538,361,760
701,172,553
644,255,499
70,612,-51
122,951,-948
533,646,248
889,466,623
938,796,447
859,837,610
426,57,166
499,296,924
700,458,325
272,398,127
797,386,36
939,671,632
910,938,414
575,604,27
510,133,735
151,580,302
873,-175,536
285,56,925
959,239,23
476,685,793
563,479,520
269,907,753
1,687,173
184,548,334
881,75,676
158,491,285
119,-185,356
502,117,533
205,259,84
985,506,331
938,178,749
630,378,594
858,-395,590
778,-842,714
726,464,890
250,734,940
387,838,897
-15,178,212
109,701,112
545,724,284
172,893,415
903,727,249
22,195,127
75,831,431
329,892,818
537,105,98
837,701,673
420,11,335
931,768,717
-310,449,903
58,418,75
563,913,600
185,308,301
-265,362,832
137,288,729
87,212,99
800,226,407
973,520,495
799,692,151
764,45,271
666,368,338
969,861,817
942,808,15
858,715,143
401,449,504
196,505,481
112,647,-909
957,967,393
679,556,877
232,601,195
483,70,660
599,916,454
216,306,928
598,740,933
620,369,584
394,878,899
806,287,66
339,754,274
208,115,818
249,736,166
435,615,556
982,651,186
387,617,961
785,563,485
465,112,853
40,339,949
815,649,424
170,275,96
346,289,805
24,489,348
519,418,770
18,925,439
81,773,561
601,24,499
902,883,924
988,253,514
743,406,972
204,841,46
201,815,712
701,483,385
123,748,182
-66,508,279
918,611,581
848,352,195
628,72,68
-436,896,355
934,50,770
820,788,901
11,466,514
597,263,421
613,813,296
324,190,688
527,71,682
952,710,14
713,541,331
374,-635,396
961,585,137
790,466,-147
36,78,97
595,362,429
914,608,406
51,-516,793
775,677,656
298,904,698
878,388,284
103,51,-261
759,754,-529
927,740,920
485,906,807
586,756,627
304,525,222
238,619,814
355,777,80
160,719,-940
468,466,151
275,802,111
421,299,445
2,419,629
111,238,627
439,297,889
513,914,13
842,122,662
768,696,929
209,665,202
427,437,965
510,470,846
847,954,334
445,523,343
910,956,73
919,278,684
181,-314,947
284,976,659
295,23,746
597,705,737
274,832,376
321,826,-528
120,340,372
789,418,5
790,-460,11
898,248,388
380,83,91
771,281,-29
276,497,480
750,378,961
-62,341,59
539,690,673
445,691,985
525,729,881
759,-34,648
198,-572,25
540,968,773
259,401,241
323,835,617
350,941,75
702,905,405
235,891,117
635,310,797
595,-687,75
249,517,280
427,431,506
669,540,100
726,163,805
139,436,685
263,867,821
961,207,423
930,389,548
980,77,767
268,695,854
199,69,574
78,66,642
536,146,96
-417,406,824
-327,535,531
338,883,66
708,745,432
443,309,991
969,753,867
316,110,119
952,360,662
529,633,278
329,318,-502
14,168,170
300,645,997
580,798,844
1,278,262
-590,449,339
64,106,657
447,238,560
26,46,469
188,874,82
87,904,428
788,655,547
161,210,616
971,81,418
49,703,284
922,560,534
96,32,940
804,440,645
335,32,617
923,571,122
900,103,158
886,733,995
601,52,148
729,337,698
676,972,251
735,404,-338
411,199,668
232,502,912
421,537,300
710,440,310
670,715,960
83,307,508
307,61,315
141,528,-32
502,804,661
856,974,529
91,642,897
488,125,906
276,526,443
703,252,50
449,776,792
652,305,409
395,801,260
527,494,321
811,99,969
424,112,988
-311,625,370
18,942,571
80,749,682
26,976,306
473,297,210
317,235,953
162,584,691
877,101,928
116,136,842
331,107,224
831,705,897
631,154,717
320,544,420
131,55,683
593,312,3
856,560,581
671,744,383
13,623,91
133,626,689
362,129,801
116,79,41
470,169,84
985,930,726
715,901,534
52,894,556
482,752,912
628,530,749
260,869,-154
381,157,210
426,775,445
378,-306,271
258,289,-599
438,661,155
595,920,312
324,669,321
421,721,239
859,529,357
778,45,944
414,334,135
745,499,148
581,586,514
609,401,599
745,849,55
766,475,94
924,564,717
-103,563,829
145,533,500
55,325,791
777,-696,81
619,695,737
678,230,110
488,926,779
863,839,809
776,372,133
58,300,770
471,985,711
271,38,95
184,871,571
136,477,816
277,176,460
866,718,360
573,255,273
969,514,610
540,61,955
125,406,403
516,543,624
917,477,920
872,429,807
381,707,986
407,84,576
888,963,62
850,324,911
661,603,502
804,575,553
200,842,515
-215,215,96
-387,808,853
469,547,405
706,188,38
555,341,922
376,-615,792
725,421,99
932,683,774
814,801,938
683,899,823
89,743,339
-214,223,42
733,879,184
44,-387,378
951,312,836
670,258,648
651,656,970
674,535,708
806,158,429
525,788,507
933,784,892
361,805,728
540,499,492
113,274,251
55,311,82
699,962,555
63,826,31
482,86,837
94,821,150
956,270,618
886,971,428
69,157,882
260,257,827
602,939,895
654,118,297
616,270,189
736,207,514
495,124,56
166,723,640
493,684,67
430,670,263
314,94,642
471,873,141
644,35,371
604,290,256
-368,277,171
137,763,448
867,334,711
679,388,164
238,257,542
45,947,218
746,370,-792
554,60,494
577,333,759
679,590,309
398,101,24
644,321,165
389,733,747
644,662,726
128,982,105
455,996,533
103,125,430
92,782,572
28,745,306
309,864,274
680,655,527
622,526,988
-734,718,965
183,917,304
981,427,-589
11,432,163
351,-242,236
799,74,610
138,781,560
53,544,937
592,167,941
847,737,449
554,966,600
49,672,194
785,530,205
616,422,966
612,168,239
512,264,-443
178,876,87
676,122,520
630,584,789
111,854,967
712,870,374
375,485,334
247,61,24
178,703,180
180,339,84
513,394,740
705,991,435
528,456,246
625,536,330
246,647,-396
118,515,254
546,622,827
502,403,364
637,317,943
106,616,918
360,754,497
117,194,474
715,43,-979
687,838,774
977,463,954
764,981,718
954,574,329
92,297,530
989,287,506
873,327,875
516,583,60
828,959,20
852,351,887
934,806,533
117,47,479
508,790,770
487,209,356
466,485,487
585,324,229
999,510,960
620,831,542
294,503,377
430,320,199
231,738,72
33,997,279
517,354,115
724,880,697
391,200,865
18,94,606
979,883,531
890,111,555
150,919,816
938,557,560
662,682,566
437,669,288
953,696,693
311,451,731
789,233,891
490,381,785
970,-360,14
214,949,815
351,284,947
824,753,316
890,154,369
62,593,632
257,494,130
937,569,767
162,463,550
-335,537,177
217,362,94
173,112,179
875,808,942
663,519,701
882,113,771
243,686,650
646,869,671
382,488,785
226,226,211
338,16,342
57,356,92
167,670,348
147,397,772
996,564,536
372,355,929
753,156,228
145,319,894
-220,8,373
588,626,808
185,485,907
478,569,972
409,957,925
261,108,572
687,649,118
899,728,67
930,107,942
579,117,336
348,568,591
502,601,83
549,647,756
526,678,713
383,690,823
544,962,101
272,203,749
990,894,604
274,108,378
668,523,994
965,170,964
455,131,291
606,156,435
797,486,641
84,347,962
581,795,467
494,364,536
223,186,873
605,166,780
703,705,3
900,700,997
623,429,52
339,612,512
437,580,33
74,72,778
651,592,-829
452,822,74
464,749,631
364,377,73
498,443,716
735,847,221
809,348,964
358,74,525
983,391,181
178,-128,316
652,665,35
519,532,617
843,373,627
925,246,423
-681,739,35
244,904,849
524,58,809
205,795,991
77,988,210
928,372,896
290,594,16
875,324,215
33,615,302
334,556,856
303,312,929
990,586,621
40,120,432
406,105,625
495,606,371
486,487,722
479,315,512
724,204,796
73,30,870
541,569,497
37,783,176
452,147,922
704,31,2
496,150,653
417,740,213
388,109,102
824,66,386
659,214,798
-486,556,310
209,878,732
538,960,800
140,23,508
962,9,210
153,259,667
392,717,749
841,315,20
413,566,853
208,76,288
237,408,158
808,858,567
369,907,231
445,174,633
-77,489,582
211,502,950
930,175,-42
-719,551,548
879,27,272
127,952,138
908,61,402
153,805,740
318,929,700
93,426,896
125,934,791
486,977,80
542,202,416
92,587,287
345,177,368
275,472,-371
756,246,774
134,952,888
508,142,240
978,322,522
58,83,307
466,958,776
831,480,57
964,480,657
991,574,28
386,186,274
-281,275,972
168,216,180
397,769,955
181,983,734
763,322,-538
877,791,291
227,560,744
100,256,858
136,249,791
874,269,447
407,125,462
354,674,306
728,631,520
586,277,86
358,839,8
63,267,750
693,610,490
756,947,260
652,943,740
607,880,995
276,345,568
542,29,994
603,692,879
131,35,-353
798,673,633
63,379,830
560,47,607
699,130,466
687,-954,50
11,920,316
769,18,331
414,706,794
563,933,159
18,837,801
605,559,514
444,861,249
118,838,929
242,809,834
475,674,760
256,107,790
135,971,610
702,636,896
504,-981,4
122,837,237
354,534,109
990,738,596
85,473,427
3,344,207
48,678,529
714,739,175
966,79,398
394,308,362
319,647,439
693,91,-243
853,451,845
62,125,551
630,903,903
178,185,869
471,596,719
860,799,710
515,174,541
796,276,964
864,533,307
422,-545,108
665,891,565
554,-11,675
695,612,824
-174,294,44
234,392,576
157,591,882
593,482,451
692,930,264
81,33,20
594,770,-792
74,832,881
389,840,520
692,444,816
672,348,135
431,826,969
983,356,424
171,961,3
879,254,870
508,176,182
646,838,10
281,942,352
894,282,716
654,925,672
547,477,871
283,623,177
788,944,108
382,605,12
903,790,345
-815,260,837
696,917,942
603,26,795
117,431,904
696,942,718
2,573,572
198,949,179
419,479,467
259,183,826
794,261,876
344,407,540
586,29,280
915,90,567
473,880,561
359,990,634
509,60,779
836,344,193
779,260,802
881,977,119
711,939,787
807,584,638
256,745,377
137,98,137
776,299,682
493,948,730
123,26,686
927,346,63
407,648,56
87,290,311
833,492,480
776,316,76
950,372,291
331,900,376
341,868,249
478,233,433
848,301,133
32,929,809
982,-907,114
539,286,166
507,443,205
127,200,858
640,471,902
313,483,955
366,43,702
488,638,322
948,8,313
596,206,-445
606,674,851
-762,74,799
618,826,256
182,312,564
947,689,451
49,823,334
-411,14,513
763,479,882
215,530,921
311,121,200
873,837,201
488,582,781
50,642,685
168,-801,833
879,438,141
306,340,278
65,325,246
711,530,745
965,347,861
-728,156,253
951,551,253
792,116,543
147,587,703
817,827,232
134,-229,769
242,717,37
887,875,278
409,178,49
48,235,998
806,357,551
602,693,387
725,164,476
908,904,994
584,701,3
242,874,361
674,281,691
101,108,504
406,969,946
142,692,610
-850,837,652
721,967,929
269,530,218
173,827,250
400,42,657
489,146,144
381,721,549
14,900,628
480,222,104
258,849,-289
585,592,879
42,645,860
307,515,247
670,156,215
395,136,148
326,980,473
691,41,-163
289,993,809
510,876,474
984,534,831
37,867,381
273,203,245
114,902,386
582,456,862
760,898,59
702,643,527
695,249,333
22,739,782
663,790,263
114,375,868
60,515,429
965,270,433
449,541,690
648,151,517
846,875,248
875,603,265
625,763,508
164,726,168
781,622,605
139,563,503
801,167,676
735,319,671
940,195,793
502,984,499
203,34,782
87,840,258
118,-879,795
778,395,468
924,963,711
857,284,948
65,979,369
461,598,56
493,985,248
761,877,425
656,61,128
888,511,892
167,240,998
722,643,803
306,604,733
184,739,956
990,63,398
646,775,-59
504,156,566
625,801,150
75,571,577
484,608,344
472,731,681
460,162,392
627,604,85
-540,53,614
196,859,234
177,906,609
334,652,923
685,460,402
293,98,295
91,827,795
839,566,984
297,103,878
629,439,337
576,598,929
51,465,369
318,58,241
923,40,151
820,214,824
443,-527,727
90,688,962
585,40,-668
231,228,482
106,557,429
992,614,213
897,639,835
469,782,20
575,851,77
386,935,-637
464,185,861
31,96,893
225,655,643
986,751,859
680,228,692
869,451,631
367,951,393
576,231,434
470,868,282
867,907,701
805,811,704
829,327,955
71,321,434
877,478,259
606,260,66
579,845,247
780,133,437
755,618,506
89,192,172
571,583,872
644,396,-869
727,923,592
259,59,312
653,878,846
232,239,691
442,955,854
147,119,109
1,423,314
830,727,717
265,862,424
761,376,316
89,442,258
231,676,700
159,875,901
768,495,192
916,321,455
616,67,580
92,121,818
797,518,112
884,158,630
673,629,53
175,811,255
411,759,21
735,426,243
624,710,77
877,916,623
555,136,347
438,758,954
874,81,211
906,640,4
782,160,631
743,678,91
210,420,593
749,495,658
-863,208,174
313,449,609
278,932,676
432,853,930
529,418,52
212,42,947
888,518,529
161,939,366
909,833,964
723,825,184
211,433,830
473,762,511
811,710,142
233,817,865
163,624,955
78,814,964
210,61,143
642,160,363
532,716,493
900,323,19
302,148,503
943,494,-959
699,512,338
986,911,-577
50,864,989
136,436,148
174,584,950
561,310,321
270,603,318
598,351,218
561,962,446
409,582,271
-145,352,170
489,603,72
811,2,721
966,236,856
766,-261,300
73,364,441
526,960,299
449,511,565
610,551,336
694,621,795
121,421,926
87,419,659
532,105,110
112,346,865
343,146,643
333,482,523
419,239,216
682,834,862
339,324,853
594,51,335
86,765,333
536,364,393
986,928,834
504,6,521
86,227,187
851,62,12
755,562,835
626,441,637
37,783,631
909,103,414
743,930,266
161,212,50
89,579,488
673,297,179
908,370,967
293,86,343
205,745,643
465,220,615
587,412,900
383,33,569
921,957,827
692,892,104
607,862,32
145,57,135
549,312,733
763,837,-394
558,824,672
466,909,429
271,842,809
420,807,223
634,222,581
576,644,587
690,803,792
544,686,979
773,843,565
807,137,759
375,854,912
548,424,691
77,661,248
135,175,197
379,742,905
400,183,519
96,938,618
503,756,375
795,882,215
277,740,609
771,548,396
292,683,586
152,233,410
621,20,801
260,824,159
488,624,25
298,38,922
-539,595,252
73,541,16
61,222,156
765,89,-927
248,319,109
326,457,836
19,421,601
703,19,711
6,216,520
740,736,170
667,15,336
855,702,105
870,490,362
406,820,646
30,873,430
767,353,985
601,906,644
939,568,-600
548,-39,951
848,942,446
283,771,173
717,955,463
790,612,15
890,311,537
891,264,25
819,73,19
681,790,225
574,804,571
-696,238,810
332,339,770
162,464,781
321,247,259
143,752,975
853,724,418
205,870,480
870,110,99
137,261,720
891,197,589
88,820,21
374,645,796
532,933,478
370,691,232
596,337,573
3,738,540
915,979,615
561,495,616
641,-505,996
-130,469,34
8,193,437
133,272,285
158,852,80
222,482,399
636,864,571
46,640,409
659,974,866
438,273,349
-710,15,851
808,739,191
74,627,22
822,314,351
547,723,808
455,953,118
695,143,676
903,625,371
477,610,157
477,577,741
79,9,504
265,910,876
170,581,137
505,187,303
950,494,83
866,413,330
52,236,812
696,475,907
54,154,841
60,228,953
807,66,307
901,118,600
798,560,16
559,144,999
843,43,760
938,596,806
495,59,358
872,537,47
766,752,374
132,206,-830
897,633,358
937,546,504
951,358,343
386,782,939
858,749,896
106,455,131
297,431,900
497,684,565
883,786,346
929,531,12
228,720,8
656,316,-540
891,712,805
900,947,351
414,369,949
131,658,255
243,317,496
719,-866,68
28,122,657
822,543,347
574,10,954
193,852,108
679,857,433
343,454,370
951,926,548
956,223,761
134,322,392
625,944,422
21,726,329
457,506,-688
452,34,252
-551,64,286
106,9,550
588,149,928
832,407,398
-504,959,978
145,915,222
853,678,948
566,383,935
837,220,249
239,317,64
838,216,264
198,201,861
671,223,146
721,712,522
603,584,480
350,763,714
125,164,792
390,913,678
334,437,584
24,119,904
927,742,816
458,301,696
197,763,772
677,940,728
213,624,921
958,749,331
73,192,18
305,183,426
255,316,228
460,890,994
821,200,226
617,265,198
649,-209,152
438,248,237
801,106,392
630,277,603
651,51,387
842,637,717
508,138,415
179,388,398
106,764,744
333,269,698
834,869,628
638,482,-499
777,732,271
235,96,435
789,508,561
288,252,431
910,270,175
754,355,895
892,148,349
520,690,373
483,535,672
697,619,858
196,234,850
321,501,-180
968,-794,295
415,64,384
345,760,259
998,860,985
355,552,251
287,627,845
820,267,100
89,889,434
687,259,143
493,610,302
632,183,870
274,878,519
747,705,690
53,655,573
464,678,437
528,833,35
967,330,644
908,744,383
290,586,253
749,118,739
948,671,782
161,285,40
795,88,884
630,96,769
-162,552,667
807,977,721
803,380,631
386,864,427
25,268,826
670,320,512
112,678,654
154,565,283
49,20,-930
506,38,206
507,808,832
584,905,940
38,78,535
138,806,187
472,840,507
126,888,8
686,421,7
764,559,957
555,858,842
619,696,832
147,408,288
616,441,246
398,150,736
32,917,921
614,569,754
565,456,199
531,344,652
17,347,263
801,268,292
601,990,451
280,128,350
233,780,-449
546,967,204
398,840,21
234,890,360
36,341,203
462,48,707
734,257,308
370,312,771
174,44,718
483,86,989
626,475,123
654,522,797
134,689,37
723,835,955
723,855,430
532,700,608
529,317,947
314,532,136
755,228,261
795,342,33
847,548,749
329,792,499
721,195,257
-464,177,399
742,717,341
570,979,969
182,4,372
811,161,423
685,995,673
155,769,162
155,263,509
492,974,130
715,145,971
344,650,978
935,366,170
748,219,548
160,548,120
406,798,98
522,176,-56
56,96,654
546,205,119
786,216,774
127,820,453
565,408,11
855,647,525
402,21,820
870,683,930
894,749,530
789,662,843
928,834,684
50,104,783
377,274,268
731,910,666
883,49,767
895,911,807
906,15,498
9,265,145
-596,753,144
323,202,637
550,341,262
308,764,175
470,887,262
448,500,954
615,531,423
939,188,856
339,71,782
557,888,133
707,340,155
65,839,348
638,53,394
14,226,16
-625,765,749
590,664,82
627,797,248
149,211,800
994,758,910
998,379,170
33,727,357
872,398,468
625,346,292
-989,85,799
724,-512,23
338,981,652
782,522,140
-726,304,218
167,242,61
636,140,959
265,889,101
998,931,880
-453,192,271
680,186,605
9,221,501
788,147,152
576,887,779
230,457,310
954,711,214
817,435,25
16,951,866
129,19,652
264,7,862
742,323,840
403,517,736
726,701,7
399,38,518
291,387,826
665,921,858
712,710,578
785,149,964
348,321,271
944,824,258
974,849,10
836,690,608
982,212,796
460,849,696
881,981,693
78,298,507
922,812,20
229,22,811
281,636,81
874,843,505
346,413,792
616,715,363
624,47,664
789,569,692
889,637,331
787,498,50
443,295,55
605,612,962
-182,812,125
244,596,278
964,374,43
190,983,602
190,564,608
608,346,520
17,362,920
579,605,84
418,131,299
704,363,482
861,82,682
748,510,696
133,139,516
360,959,362
43,778,160
6,833,691
106,104,881
511,923,783
327,-822,677
783,260,207
647,385,401
137,-246,693
52,906,794
257,360,623
994,674,980
538,886,631
421,9,652
98,767,350
153,435,199
640,876,458
369,374,645
477,498,403
63,129,973
750,332,898
766,981,856
353,78,735
566,733,57
310,257,388
528,844,803
938,755,729
904,241,888
868,531,620
204,178,463
282,646,531
175,270,-497
885,248,333
891,621,488
354,438,881
668,147,605
880,134,451
932,429,479
487,754,38
370,448,233
529,33,698
60,433,975
771,614,458
823,88,730
104,869,189
55,332,110
435,446,737
647,121,20
762,932,644
931,981,489
159,949,193
816,523,178
738,904,900
33,549,726
870,708,198
336,941,502
338,393,775
788,736,114
987,110,330
996,55,185
89,464,-459
962,976,692
162,61,23
642,534,407
531,923,414
650,84,927
39,873,910
721,449,708
118,629,910
871,732,607
216,317,610
499,820,-937
55,662,301
138,627,852
142,268,891
492,865,-191
147,413,424
995,702,59
310,841,751
78,916,858
858,524,30
85,-330,484
335,749,364
23,105,514
271,325,758
225,955,319
940,66,420
926,532,582
868,775,808
887,330,580
436,789,217
291,327,102
934,399,339
754,158,-176
115,992,297
148,16,692
445,609,205
811,159,172
665,991,127
-899,853,296
593,410,741
317,905,897
324,791,938
466,789,426
529,141,136
126,-741,309
368,482,325
138,31,645
427,644,689
18,-647,784
21,555,681
233,84,383
16,400,35
-33,150,731
815,329,-853
536,808,-254
848,260,967
69,980,316
114,580,490
462,426,575
590,524,-829
826,166,-155
610,441,149
5,896,994
620,973,245
665,911,431
243,998,316
437,741,-652
824,666,520
211,766,485
553,579,445
498,450,851
999,609,381
98,791,351
1,475,926
226,313,260
838,885,839
682,527,709
686,83,4
504,309,597
383,733,55
869,917,227
602,-138,315
771,517,441
963,434,843
657,665,744
695,586,887
451,94,994
183,-716,350
741,303,-268
644,588,551
744,743,570
256,107,982
134,251,580
400,948,609
544,394,687
354,692,451
186,713,990
701,632,293
934,-714,327
537,725,168
773,101,127
222,431,376
22,213,767
330,697,871
616,804,983
586,984,911
828,605,814
170,398,993
39,173,898
477,237,225
491,484,994
296,988,109
196,850,243
90,181,358
812,224,999
432,284,263
931,431,637
594,207,341
208,842,-811
938,272,12
548,331,421
428,299,179
847,854,121
412,465,477
181,936,816
629,350,512
528,609,354
217,23,455
836,776,760
237,65,824
610,340,370
33,937,104
232,404,-299
497,422,286
45,28,53
599,660,821
710,560,92
508,388,397
919,237,426
395,675,238
323,98,231
336,848,366
742,590,663
697,401,155
41,530,687
36,155,273
479,19,554
304,132,867
88,922,780
971,379,945
4,909,561
636,973,350
921,830,100
209,822,418
917,561,103
206,539,88
18,105,848
713,862,876
91,602,555
67,559,176
332,744,713
762,197,969
680,266,884
-426,613,303
-232,561,810
15,296,360
234,328,992
679,723,313
875,514,561
845,741,293
519,744,211
851,5,894
74,335,674
870,132,175
687,904,403
361,373,715
946,693,634
356,686,820
164,631,824
121,64,990
752,391,751
160,509,142
327,934,823
477,735,990
822,319,662
833,813,395
410,747,868
148,919,539
618,221,926
458,892,274
585,697,739
586,151,43
871,286,344
744,786,296
669,838,465
890,418,269
171,804,440
184,239,882
479,468,320
-917,52,933
722,860,431
33,-393,934
152,828,485
409,536,886
25,491,561
478,731,991
144,885,420
-118,60,958
556,461,456
911,537,611
969,645,377
630,14,284
839,933,516
837,143,989
-127,669,847
560,269,687
204,247,936
166,957,682
6,151,546
219,342,865
942,518,374
567,795,348
304,818,926
906,794,848
528,7,559
200,297,163
244,472,267
544,194,192
168,80,818
404,11,687
859,711,902
959,339,622
685,957,527
793,447,594
105,270,986
348,728,624
731,585,690
142,893,514
337,843,469
364,454,614
585,50,948
830,192,261
742,651,849
852,135,535
708,602,87
356,495,77
481,376,90
231,241,905
260,94,604
293,196,23
780,43,973
140,78,138
269,878,138
268,648,976
982,573,557
994,411,494
5,67,276
396,783,258
335,342,289
578,359,672
187,984,378
326,377,908
811,418,811
186,693,170
514,691,132
637,435,324
238,728,888
415,316,497
38,-122,834
469,722,721
425,755,513
518,995,448
650,715,985
652,415,659
188,102,978
590,4,958
806,452,597
-111,77,620
761,259,-51
504,592,864
367,838,458
355,402,321
417,430,798
190,458,467
785,923,869
800,409,847
191,912,218
870,564,991
112,697,864
375,394,779
758,189,-173
815,803,-442
825,429,24
640,776,9
235,750,543
34,297,3
704,200,547
822,220,160
852,685,325
592,114,969
747,284,704
229,589,810
886,429,998
28,272,500
267,851,45
514,61,393
461,372,271
467,732,677
579,673,624
635,177,88
869,196,907
231,-592,272
128,190,-493
249,365,579
35,32,380
632,52,965
184,600,343
335,292,641
777,318,490
244,405,728
209,663,240
165,325,502
597,24,256
595,977,827
982,588,621
653,997,-885
160,370,608
972,84,410
629,624,792
16,544,913
719,828,401
711,682,181
554,524,578
-485,738,320
495,737,630
276,350,680
394,303,-595
146,250,744
313,154,443
192,28,76
727,284,371
181,428,646
480,201,67
966,100,470
629,239,658
730,459,6
660,166,717
830,180,405
165,482,588
891,48,390
632,500,99
673,259,369
692,468,734
853,78,924
297,559,381
345,347,169
936,381,576
479,291,33
477,379,911
246,389,758
32,276,209
651,72,164
441,633,411
858,487,644
102,131,82
-597,131,615
29,842,-700
174,276,674
162,-384,909
673,943,626
881,72,312
722,585,642
592,305,879
288,575,490
251,933,670
777,639,811
800,115,219
608,242,403
-259,229,641
932,973,24
260,379,424
113,829,181
23,112,202
988,589,151
278,421,980
704,60,295
896,416,681
184,734,915
953,40,277
160,997,279
523,226,379
840,28,473
495,326,769
727,746,842
437,185,476
478,226,864
12,227,-797
454,286,589
141,21,41
514,-769,151
724,876,595
500,747,758
605,393,399
835,61,419
160,758,596
995,577,600
258,251,141
162,250,31
784,807,-315
159,302,484
975,790,427
466,819,477
513,828,674
246,625,461
815,829,721
463,381,753
59,943,912
494,747,138
80,95,789
981,930,723
619,166,692
679,308,864
604,898,920
949,191,946
246,578,447
465,470,280
978,-370,355
198,187,-556
765,319,472
930,663,478
699,709,180
101,544,440
104,982,969
838,507,167
256,196,452
550,837,958
852,-353,737
319,798,98
660,1,47
407,313,301
476,525,623
775,486,-210
431,882,647
527,474,481
146,3,857
707,-930,474
840,505,220
600,964,298
54,172,932
598,88,83
511,13,535
656,955,546
932,378,894
775,-332,53
496,435,627
306,370,128
663,533,233
587,821,785
965,322,603
356,693,874
518,32,816
934,217,162
177,754,905
280,984,336
214,703,199
621,733,656
767,-403,888
887,443,600
800,19,72
945,-400,552
631,257,397
532,278,723
279,6,635
4,990,447
400,797,829
261,629,541
557,299,52
134,211,578
426,400,20
926,849,393
816,815,193
980,729,430
959,738,716
15,47,582
914,351,729
8,196,26
650,527,322
702,404,973
958,768,839
310,445,144
570,636,980
737,104,73
172,240,894
642,60,763
587,896,940
626,693,800
388,587,923
774,0,774
429,405,274
595,212,594
774,-232,283
832,301,282
692,899,164
609,675,500
398,934,130
428,360,943
728,27,-611
585,588,891
528,875,867
167,406,807
454,188,5
921,261,54
505,909,942
980,254,91
876,463,102
278,941,627
924,966,91
866,27,588
514,74,412
983,528,639
614,422,467
643,289,534
818,945,552
446,5,219
667,8,207
753,743,801
135,701,197
439,873,349
94,868,120
427,26,983
770,358,254
625,913,102
854,678,881
639,148,249
725,683,-521
765,913,582
235,875,7
957,268,-981
54,291,214
218,381,36
892,584,728
806,394,211
995,87,589
614,752,984
678,702,-79
35,145,411
50,716,184
637,92,952
286,895,689
952,857,497
869,562,994
424,796,289
870,990,341
671,636,455
229,550,496
851,691,111
